row_id,product_id,product_name,category,Subcategory
26731,FUR-CH-5443,"Office Star Executive Leather Armchair, Red",Furniture,Chairs
31278,FUR-TA-3422,"Bevis Conference Table, with Bottom Storage",Furniture,Tables
12035,FUR-BO-4849,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases
29149,FUR-CH-5774,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs
15896,TEC-MA-5572,"Panasonic Printer, Red",Technology,Machines
18307,OFF-AP-4503,"Hamilton Beach Refrigerator, Silver",Office Supplies,Appliances
46257,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones
21142,TEC-PH-3806,"Cisco Smart Phone, Full Size",Technology,Phones
10308,TEC-PH-5840,"Samsung Smart Phone, Full Size",Technology,Phones
6776,TEC-PH-5839,"Samsung Smart Phone, Cordless",Technology,Phones
16948,TEC-CO-5999,"Sharp Fax Machine, High-Speed",Technology,Copiers
11611,TEC-PH-3807,"Cisco Smart Phone, with Caller ID",Technology,Phones
35876,OFF-PA-6512,Xerox 1956,Office Supplies,Paper
1873,FUR-BO-3891,"Dania Classic Bookcase, Pine",Furniture,Bookcases
29120,OFF-AP-3575,"Breville Refrigerator, Red",Office Supplies,Appliances
11743,FUR-CH-5442,"Office Star Executive Leather Armchair, Black",Furniture,Chairs
32648,OFF-ST-4516,Hanging Personal Folder File,Office Supplies,Storage
17522,TEC-PH-3149,"Apple Smart Phone, with Caller ID",Technology,Phones
14721,FUR-BO-5948,"Sauder Classic Bookcase, Metal",Furniture,Bookcases
29629,TEC-CO-6012,"Sharp Wireless Fax, Laser",Technology,Copiers
25868,OFF-AP-4738,"Hoover Refrigerator, White",Office Supplies,Appliances
33131,OFF-PA-6557,Xerox 1998,Office Supplies,Paper
19559,TEC-CO-4593,"Hewlett Wireless Fax, Laser",Technology,Copiers
32638,OFF-BI-3185,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders
14070,FUR-CH-5774,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs
21306,FUR-BO-3639,"Bush Library with Doors, Metal",Furniture,Bookcases
21668,TEC-CO-4790,"HP Wireless Fax, Digital",Technology,Copiers
39465,FUR-TA-4622,Hon 5100 Series Wood Tables,Furniture,Tables
31650,OFF-BI-4340,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders
24260,TEC-CO-3709,"Canon Wireless Fax, High-Speed",Technology,Copiers
13646,TEC-CO-5998,"Sharp Fax Machine, Digital",Technology,Copiers
23708,TEC-PH-3806,"Cisco Smart Phone, Full Size",Technology,Phones
39466,FUR-CH-4613,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs
33661,OFF-AP-4221,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances
39467,TEC-AC-5858,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories
1779,TEC-CO-3587,"Brother Copy Machine, Color",Technology,Copiers
23880,TEC-CO-4577,"Hewlett Fax Machine, High-Speed",Technology,Copiers
27094,TEC-AC-3405,"Belkin Router, USB",Technology,Accessories
24424,FUR-BO-5761,"Safco Classic Bookcase, Mobile",Furniture,Bookcases
22049,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones
40796,OFF-PA-6214,Strathmore Photo Mount Cards,Office Supplies,Paper
23815,FUR-BO-5787,"Safco Library with Doors, Pine",Furniture,Bookcases
8009,OFF-AP-4736,"Hoover Refrigerator, Red",Office Supplies,Appliances
30267,TEC-MA-6150,"StarTech Printer, Wireless",Technology,Machines
40795,OFF-FA-6129,Staples,Office Supplies,Fasteners
31647,OFF-PA-6430,Xerox 1881,Office Supplies,Paper
2283,TEC-AC-5223,"Memorex Router, Bluetooth",Technology,Accessories
17765,TEC-CO-4590,"Hewlett Wireless Fax, Color",Technology,Copiers
47783,TEC-PH-5839,"Samsung Smart Phone, Cordless",Technology,Phones
31649,OFF-PA-6430,Xerox 1881,Office Supplies,Paper
23175,OFF-AP-4960,"KitchenAid Refrigerator, Black",Office Supplies,Appliances
27693,TEC-PH-3149,"Apple Smart Phone, with Caller ID",Technology,Phones
22134,TEC-CO-3597,"Brother Fax Machine, High-Speed",Technology,Copiers
36297,TEC-AC-5109,Logitech G600 MMO Gaming Mouse,Technology,Accessories
22488,FUR-BO-5763,"Safco Classic Bookcase, Traditional",Furniture,Bookcases
25678,TEC-AC-3403,"Belkin Router, Erganomic",Technology,Accessories
15376,OFF-AP-4745,"Hoover Stove, White",Office Supplies,Appliances
15162,FUR-BO-3624,"Bush Classic Bookcase, Metal",Furniture,Bookcases
18899,TEC-CO-4789,"HP Wireless Fax, Color",Technology,Copiers
33660,FUR-FU-4762,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings
24160,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones
15812,TEC-PH-3806,"Cisco Smart Phone, Full Size",Technology,Phones
33662,OFF-BI-4819,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders
6449,FUR-TA-5064,"Lesro Round Table, Rectangular",Furniture,Tables
32472,OFF-SU-2972,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies
4394,OFF-AP-4745,"Hoover Stove, White",Office Supplies,Appliances
22058,OFF-AP-4502,"Hamilton Beach Refrigerator, Red",Office Supplies,Appliances
19833,OFF-AP-4507,"Hamilton Beach Stove, Silver",Office Supplies,Appliances
45807,TEC-PH-3806,"Cisco Smart Phone, Full Size",Technology,Phones
30187,FUR-TA-5065,"Lesro Round Table, with Bottom Storage",Furniture,Tables
29484,OFF-AP-4745,"Hoover Stove, White",Office Supplies,Appliances
36347,OFF-PA-6420,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper
24015,FUR-BO-5787,"Safco Library with Doors, Pine",Furniture,Bookcases
20601,FUR-CH-4532,"Harbour Creations Executive Leather Armchair, Red",Furniture,Chairs
12051,TEC-PH-3805,"Cisco Smart Phone, Cordless",Technology,Phones
25915,TEC-PH-5840,"Samsung Smart Phone, Full Size",Technology,Phones
21639,FUR-BO-3639,"Bush Library with Doors, Metal",Furniture,Bookcases
31648,OFF-BI-2911,Acco Hanging Data Binders,Office Supplies,Binders
23229,TEC-PH-5840,"Samsung Smart Phone, Full Size",Technology,Phones
31646,TEC-AC-5744,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories
20674,FUR-TA-3420,"Bevis Conference Table, Fully Assembled",Furniture,Tables
11331,FUR-BO-3639,"Bush Library with Doors, Metal",Furniture,Bookcases
58,TEC-PH-5355,"Nokia Smart Phone, Full Size",Technology,Phones
45091,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs
18990,TEC-AC-4185,"Enermax Router, Bluetooth",Technology,Accessories
34330,OFF-PA-6596,Xerox 231,Office Supplies,Paper
51130,OFF-AP-4738,"Hoover Refrigerator, White",Office Supplies,Appliances
14405,TEC-MA-4205,"Epson Printer, Durable",Technology,Machines
10745,FUR-TA-4642,"Hon Computer Table, Adjustable Height",Furniture,Tables
40794,OFF-PA-3114,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper
25850,OFF-AP-4502,"Hamilton Beach Refrigerator, Red",Office Supplies,Appliances
16109,TEC-PH-3148,"Apple Smart Phone, Full Size",Technology,Phones
22515,FUR-TA-5054,"Lesro Computer Table, Adjustable Height",Furniture,Tables
29269,OFF-AP-3577,"Breville Refrigerator, White",Office Supplies,Appliances
29651,FUR-TA-5072,"Lesro Wood Table, Fully Assembled",Furniture,Tables
10670,TEC-PH-5354,"Nokia Smart Phone, Cordless",Technology,Phones
24859,FUR-TA-4706,"Hon Training Table, Fully Assembled",Furniture,Tables
24466,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs
15359,FUR-TA-3344,"Barricks Conference Table, Fully Assembled",Furniture,Tables
39745,FUR-TA-5421,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables
21670,OFF-AP-3574,"Breville Refrigerator, Black",Office Supplies,Appliances
39744,FUR-FU-3936,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings
17548,OFF-AP-3581,"Breville Stove, White",Office Supplies,Appliances
39742,FUR-TA-4943,KI Adjustable-Height Table,Furniture,Tables
20861,OFF-AP-4966,"KitchenAid Stove, Silver",Office Supplies,Appliances
17907,OFF-ST-6049,"Smead Lockers, Wire Frame",Office Supplies,Storage
24361,TEC-CO-5991,"Sharp Copy Machine, High-Speed",Technology,Copiers
29968,OFF-AP-4508,"Hamilton Beach Stove, White",Office Supplies,Appliances
32221,OFF-BI-4338,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders
28875,OFF-AP-3580,"Breville Stove, Silver",Office Supplies,Appliances
48781,OFF-ST-6047,"Smead Lockers, Industrial",Office Supplies,Storage
15922,FUR-BO-5760,"Safco Classic Bookcase, Metal",Furniture,Bookcases
39983,OFF-SU-5635,Premier Electric Letter Opener,Office Supplies,Supplies
33163,FUR-FU-4756,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings
2641,TEC-PH-5839,"Samsung Smart Phone, Cordless",Technology,Phones
39711,TEC-AC-6351,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories
26068,TEC-CO-3608,"Brother Wireless Fax, Color",Technology,Copiers
10306,OFF-AP-4507,"Hamilton Beach Stove, Silver",Office Supplies,Appliances
41716,OFF-ST-4257,"Fellowes File Cart, Blue",Office Supplies,Storage
44140,TEC-MA-4210,"Epson Receipt Printer, Red",Technology,Machines
29226,OFF-ST-4266,"Fellowes Lockers, Blue",Office Supplies,Storage
27720,TEC-PH-5841,"Samsung Smart Phone, VoIP",Technology,Phones
11073,FUR-BO-3903,"Dania Library with Doors, Pine",Furniture,Bookcases
24030,FUR-BO-4862,"Ikea Library with Doors, Pine",Furniture,Bookcases
30202,FUR-BO-3640,"Bush Library with Doors, Mobile",Furniture,Bookcases
27230,TEC-PH-5356,"Nokia Smart Phone, with Caller ID",Technology,Phones
51284,FUR-BO-5950,"Sauder Classic Bookcase, Pine",Furniture,Bookcases
39743,FUR-FU-4022,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings
28198,TEC-CO-3611,"Brother Wireless Fax, Laser",Technology,Copiers
26028,TEC-PH-3806,"Cisco Smart Phone, Full Size",Technology,Phones
26325,TEC-PH-5269,"Motorola Smart Phone, with Caller ID",Technology,Phones
21924,TEC-PH-5356,"Nokia Smart Phone, with Caller ID",Technology,Phones
30113,FUR-CH-4531,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs
30105,OFF-AP-3571,"Breville Microwave, Red",Office Supplies,Appliances
24363,FUR-CH-5378,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs
19902,FUR-BO-5760,"Safco Classic Bookcase, Metal",Furniture,Bookcases
13998,FUR-CH-4530,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs
38383,OFF-SU-3839,Compact Automatic Electric Letter Opener,Office Supplies,Supplies
37340,FUR-CH-5429,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs
47087,OFF-AP-4732,"Hoover Microwave, Silver",Office Supplies,Appliances
49833,TEC-PH-5355,"Nokia Smart Phone, Full Size",Technology,Phones
2080,OFF-AP-4962,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances
39746,OFF-PA-6415,"Wirebound Message Book, 4 per Page",Office Supplies,Paper
10303,OFF-AP-4743,"Hoover Stove, Red",Office Supplies,Appliances
39710,OFF-PA-6577,Xerox 214,Office Supplies,Paper
39984,OFF-FA-5459,OIC Binder Clips,Office Supplies,Fasteners
39985,OFF-PA-3115,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Office Supplies,Paper
41838,FUR-TA-3358,"Barricks Wood Table, Rectangular",Furniture,Tables
28110,FUR-BO-5967,"Sauder Library with Doors, Mobile",Furniture,Bookcases
12449,FUR-BO-3626,"Bush Classic Bookcase, Pine",Furniture,Bookcases
17848,TEC-MA-5007,"Konica Inkjet, White",Technology,Machines
46219,FUR-TA-3345,"Barricks Conference Table, Rectangular",Furniture,Tables
26932,TEC-CO-4593,"Hewlett Wireless Fax, Laser",Technology,Copiers
32866,OFF-AR-5327,Newell 347,Office Supplies,Art
4817,TEC-PH-3149,"Apple Smart Phone, with Caller ID",Technology,Phones
50593,FUR-BO-5951,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases
25445,TEC-CO-6010,"Sharp Wireless Fax, Digital",Technology,Copiers
39747,OFF-AP-4739,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances
50000,TEC-PH-5354,"Nokia Smart Phone, Cordless",Technology,Phones
30934,FUR-TA-4645,"Hon Conference Table, Adjustable Height",Furniture,Tables
21667,FUR-TA-5065,"Lesro Round Table, with Bottom Storage",Furniture,Tables
8870,FUR-CH-5776,"SAFCO Executive Leather Armchair, Set of Two",Furniture,Chairs
1899,OFF-AP-4505,"Hamilton Beach Stove, Black",Office Supplies,Appliances
36279,OFF-LA-5591,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels
39051,OFF-AR-5458,"OIC #2 Pencils, Medium Soft",Office Supplies,Art
38382,OFF-BI-3301,Avery Metallic Poly Binders,Office Supplies,Binders
9857,OFF-AP-4507,"Hamilton Beach Stove, Silver",Office Supplies,Appliances
2398,TEC-PH-5354,"Nokia Smart Phone, Cordless",Technology,Phones
20610,TEC-PH-3148,"Apple Smart Phone, Full Size",Technology,Phones
19446,TEC-MA-5017,"Konica Printer, Wireless",Technology,Machines
11606,FUR-BO-3627,"Bush Classic Bookcase, Traditional",Furniture,Bookcases
16161,TEC-PH-3807,"Cisco Smart Phone, with Caller ID",Technology,Phones
25761,OFF-AP-4964,"KitchenAid Stove, Black",Office Supplies,Appliances
6594,FUR-CH-4544,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs
17380,FUR-BO-4848,"Ikea Classic Bookcase, Metal",Furniture,Bookcases
3503,TEC-CO-6010,"Sharp Wireless Fax, Digital",Technology,Copiers
23537,TEC-CO-3596,"Brother Fax Machine, Digital",Technology,Copiers
26037,TEC-CO-4591,"Hewlett Wireless Fax, Digital",Technology,Copiers
20266,OFF-AP-3573,"Breville Microwave, White",Office Supplies,Appliances
42956,TEC-CO-3688,"Canon Fax Machine, High-Speed",Technology,Copiers
21995,FUR-CH-4656,"Hon Executive Leather Armchair, Red",Furniture,Chairs
15570,TEC-PH-3146,"Apple Signal Booster, with Caller ID",Technology,Phones
25831,FUR-CH-4530,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs
29383,OFF-AP-4966,"KitchenAid Stove, Silver",Office Supplies,Appliances
879,TEC-CO-3597,"Brother Fax Machine, High-Speed",Technology,Copiers
16997,TEC-CO-4792,"HP Wireless Fax, Laser",Technology,Copiers
21287,FUR-CH-4530,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs
37341,OFF-PA-6504,Xerox 1949,Office Supplies,Paper
47029,TEC-CO-4571,"Hewlett Fax and Copier, Color",Technology,Copiers
8378,TEC-PH-5839,"Samsung Smart Phone, Cordless",Technology,Phones
2496,TEC-PH-3806,"Cisco Smart Phone, Full Size",Technology,Phones
990,TEC-PH-3148,"Apple Smart Phone, Full Size",Technology,Phones
34756,OFF-BI-4343,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders
40955,FUR-CH-5430,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs
33285,FUR-TA-3427,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables
43395,TEC-PH-5815,"Samsung Audio Dock, with Caller ID",Technology,Phones
36524,FUR-BO-5529,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases
46991,TEC-PH-3805,"Cisco Smart Phone, Cordless",Technology,Phones
9711,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones
31138,OFF-AP-4961,"KitchenAid Refrigerator, Red",Office Supplies,Appliances
46655,OFF-AP-4733,"Hoover Microwave, White",Office Supplies,Appliances
10365,FUR-BO-5950,"Sauder Classic Bookcase, Pine",Furniture,Bookcases
21500,FUR-BO-5762,"Safco Classic Bookcase, Pine",Furniture,Bookcases
28108,TEC-PH-5356,"Nokia Smart Phone, with Caller ID",Technology,Phones
16456,OFF-ST-5691,"Rogers File Cart, Blue",Office Supplies,Storage
23791,FUR-CH-5412,"Novimex Swivel Stool, Black",Furniture,Chairs
28128,OFF-AP-3578,"Breville Stove, Black",Office Supplies,Appliances
4585,TEC-PH-5839,"Samsung Smart Phone, Cordless",Technology,Phones
41299,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones
8753,FUR-TA-3763,"Chromcraft Conference Table, Adjustable Height",Furniture,Tables
31293,FUR-BO-5762,"Safco Classic Bookcase, Pine",Furniture,Bookcases
34753,TEC-AC-5138,Logitech Trackman Marble Mouse,Technology,Accessories
31033,FUR-TA-5053,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables
36523,OFF-BI-5638,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders
49752,TEC-PH-3148,"Apple Smart Phone, Full Size",Technology,Phones
34757,TEC-AC-5094,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories
20145,FUR-CH-4655,"Hon Executive Leather Armchair, Black",Furniture,Chairs
24211,FUR-BO-3648,"Bush Stackable Bookrack, Traditional",Furniture,Bookcases
4027,TEC-CO-4577,"Hewlett Fax Machine, High-Speed",Technology,Copiers
23212,TEC-PH-3149,"Apple Smart Phone, with Caller ID",Technology,Phones
14952,FUR-BO-5969,"Sauder Library with Doors, Traditional",Furniture,Bookcases
30312,OFF-ST-6046,"Smead Lockers, Blue",Office Supplies,Storage
11657,OFF-AP-4502,"Hamilton Beach Refrigerator, Red",Office Supplies,Appliances
17552,TEC-CO-3595,"Brother Fax Machine, Color",Technology,Copiers
26759,FUR-BO-3627,"Bush Classic Bookcase, Traditional",Furniture,Bookcases
50837,OFF-ST-5702,"Rogers Lockers, Single Width",Office Supplies,Storage
20869,FUR-BO-3639,"Bush Library with Doors, Metal",Furniture,Bookcases
2397,TEC-PH-5841,"Samsung Smart Phone, VoIP",Technology,Phones
33698,OFF-ST-4516,Hanging Personal Folder File,Office Supplies,Storage
15132,TEC-CO-6012,"Sharp Wireless Fax, Laser",Technology,Copiers
27129,FUR-CH-5380,"Novimex Executive Leather Armchair, Red",Furniture,Chairs
25179,TEC-CO-4568,"Hewlett Copy Machine, Color",Technology,Copiers
34754,FUR-FU-4050,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings
24610,TEC-CO-4588,"Hewlett Personal Copier, High-Speed",Technology,Copiers
50724,FUR-BO-4850,"Ikea Classic Bookcase, Pine",Furniture,Bookcases
40952,FUR-FU-3844,"Computer Room Manger, 14""",Furniture,Furnishings
28226,TEC-CO-4578,"Hewlett Fax Machine, Laser",Technology,Copiers
33191,OFF-AR-5285,Newell 309,Office Supplies,Art
25941,OFF-AP-4504,"Hamilton Beach Refrigerator, White",Office Supplies,Appliances
581,FUR-BO-5951,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases
21263,FUR-BO-5948,"Sauder Classic Bookcase, Metal",Furniture,Bookcases
13571,OFF-ST-5700,"Rogers Lockers, Blue",Office Supplies,Storage
11639,TEC-PH-5355,"Nokia Smart Phone, Full Size",Technology,Phones
33699,OFF-FA-6129,Staples,Office Supplies,Fasteners
13307,OFF-ST-6261,"Tenex Lockers, Blue",Office Supplies,Storage
40245,OFF-AP-3367,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances
43307,FUR-CH-5456,"Office Star Swivel Stool, Red",Furniture,Chairs
